,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,repaired,repairability
27032,2025-09-13,685,Nantes Erdre,FR,Dress,Textile,Promod,yes,6.0
27033,2025-09-13,685,Nantes Erdre,FR,Toaster,Household appliances electric,Seb,half,6.0
27035,2025-09-13,685,Nantes Erdre,FR,Computer,Computer equipment / phones,Commodore,no,6.0
27037,2025-09-13,685,Nantes Erdre,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,no,4.0
27038,2025-09-13,685,Nantes Erdre,FR,Ladyshave,Household appliances electric,Calor,yes,2.0
27039,2025-09-13,685,Nantes Erdre,FR,Clothing / garment,Textile,Unknown/n.a.,yes,5.0
27040,2025-09-13,685,Nantes Erdre,FR,Raclette grill,Household appliances electric,Tefal,no,5.0
27041,2025-09-13,685,Nantes Erdre,FR,Coffee maker,Household appliances electric,Unknown/n.a.,no,6.0
27042,2025-09-13,685,Nantes Erdre,FR,Cafetiere,Household appliances non-electric,Melitta,no,5.0
27043,2025-08-02,798,Cranleigh,GB,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,10.0
27044,2025-08-02,798,Cranleigh,GB,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,10.0
27045,2025-08-02,798,Cranleigh,GB,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,10.0
27046,2025-09-13,685,Nantes Erdre,FR,Switch,Other,Unknown/n.a.,yes,10.0
27062,2025-08-02,798,Cranleigh,GB,Vase,Household appliances non-electric,Unknown/n.a.,yes,4.0
27063,2025-08-02,798,Cranleigh,GB,China ornament,Other,Unknown/n.a.,yes,4.0
27065,2025-08-02,798,Cranleigh,GB,Vase,Household appliances non-electric,Unknown/n.a.,yes,1.0
27076,2025-08-02,798,Cranleigh,GB,Air fryer,Household appliances electric,Salter,yes,3.0
27083,2025-05-03,798,Cranleigh,GB,Vacuum cleaner,Household appliances electric,Miele,yes,5.0
27122,2025-05-10,360,Santpoort-Zuid,NL,Alarm clock,Clocks / alarm clocks,Unknown/n.a.,yes,4.0
27123,2025-09-15,360,Santpoort-Zuid,NL,Table clock,Clocks / alarm clocks,Wuba,yes,10.0
27124,2025-09-01,833,Ootmarsum,NL,Coffee maker,Household appliances electric,Nespresso,yes,4.0
27125,2025-08-11,833,Ootmarsum,NL,Coffee maker,Household appliances electric,Siemens,half,3.0
27126,2025-08-11,833,Ootmarsum,NL,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,yes,4.0
27127,2025-06-30,833,Ootmarsum,NL,Wine cooler,Household appliances electric,Whineduet,yes,3.0
27128,2025-09-13,802,Rolde,NL,DAB+ radio,Display and sound equipment,Denver,half,8.0
27129,2025-09-13,802,Rolde,NL,Electric kettle / Electric jug,Household appliances electric,Inventum,no,4.0
27130,2025-09-13,802,Rolde,NL,Remote controlled car,Toys electric,Nikko,half,2.0
27131,2025-09-13,802,Rolde,NL,Sewing machine,Household appliances electric,Elna,no,1.0
27132,2025-09-03,920,Southbourne,GB,Iron,Household appliances electric,Philips,yes,8.0
27133,2025-09-03,920,Southbourne,GB,Grill,Household appliances electric,Unknown/n.a.,yes,7.0
27134,2025-09-03,920,Southbourne,GB,Dehumidifier,Household appliances electric,Meaco,no,3.0
27135,2025-09-13,462,Wellingborough,GB,Sewing machine,Household appliances electric,Brother,yes,10.0
27136,2025-09-13,462,Wellingborough,GB,Television,Display and sound equipment,Hisense,no,1.0
27146,2023-08-26,314,Caloundra,AU,Alarm clock radio,Clocks / alarm clocks,AudioSonic,half,8.0
27148,2023-08-26,314,Caloundra,AU,Food processor,Household appliances electric,Sunbeam,half,6.0
27149,2025-09-13,360,Santpoort-Zuid,NL,Cuddly toy / Stuffed toy / Plushie / Soft toy,Toys non-electric,Unknown/n.a.,yes,9.0
27150,2025-09-13,360,Santpoort-Zuid,NL,Barometer,Other,Unknown/n.a.,yes,8.0
27151,2023-08-26,314,Caloundra,AU,Table lamp,Household appliances electric,Unknown/n.a.,yes,9.0
27154,2023-08-26,314,Caloundra,AU,Surveillance camera,Display and sound equipment,Swann,yes,5.0
27156,2023-08-26,314,Caloundra,AU,Desk lamp,Household appliances electric,Carramar,yes,7.0
27158,2023-08-26,314,Caloundra,AU,Bracelet,Jewelry,Unknown/n.a.,yes,9.0
27159,2023-08-26,314,Caloundra,AU,Necklace / Chain,Jewelry,Unknown/n.a.,yes,10.0
27160,2023-08-26,314,Caloundra,AU,Flashlight / electric torch,Household appliances electric,Coleman,yes,9.0
27161,2023-08-26,314,Caloundra,AU,Sunglasses,Other,Unknown/n.a.,yes,10.0
27162,2023-08-26,314,Caloundra,AU,Shirt (dress shirt),Textile,Unknown/n.a.,yes,10.0
27163,2023-08-26,314,Caloundra,AU,Skirt,Textile,RipSkirt,yes,10.0
27164,2023-08-26,314,Caloundra,AU,Cabinet,Furniture,Ikea,no,5.0
27165,2023-08-26,314,Caloundra,AU,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
27166,2023-08-26,314,Caloundra,AU,Ceramics / glass object,Other,Unknown/n.a.,yes,10.0
27167,2023-08-26,314,Caloundra,AU,DVD / CD / radio player,Display and sound equipment,DGTEC,no,6.0
27168,2023-08-26,314,Caloundra,AU,Ceramics / glass object,Other,Unknown/n.a.,yes,9.0
27169,2023-08-26,314,Caloundra,AU,Jacket / Blazer,Textile,Unknown/n.a.,no,3.0
27173,2025-09-13,360,Santpoort-Zuid,NL,Isolating transformer,Tools electric,Unknown/n.a.,yes,10.0
27174,2023-08-26,314,Caloundra,AU,Radio / CD player,Display and sound equipment,Panasonic,yes,10.0
27177,2023-08-26,314,Caloundra,AU,Trousers / pants,Textile,Hurley Marcus,yes,10.0
27178,2025-09-13,360,Santpoort-Zuid,NL,Flag,Textile,Unknown/n.a.,yes,9.0
27179,2025-09-13,360,Santpoort-Zuid,NL,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,yes,10.0
27192,2025-09-13,360,Santpoort-Zuid,NL,Steam iron / Steam ironing station,Household appliances electric,Tefal,yes,10.0
27194,2025-09-13,360,Santpoort-Zuid,NL,Coffee maker,Household appliances electric,Philips,half,2.0
27197,2025-09-13,360,Santpoort-Zuid,NL,Laptop,Computer equipment / phones,HP,no,6.0
27202,2025-09-13,360,Santpoort-Zuid,NL,Milk frother,Household appliances electric,Unknown/n.a.,yes,5.0
27205,2025-09-13,360,Santpoort-Zuid,NL,Earrings,Jewelry,Unknown/n.a.,yes,8.0
27207,2025-09-13,360,Santpoort-Zuid,NL,Bread maker,Household appliances electric,Bielmeier,half,1.0
27208,2025-09-13,360,Santpoort-Zuid,NL,Amplifier,Display and sound equipment,Pioneer,yes,10.0
27209,2025-09-13,360,Santpoort-Zuid,NL,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,yes,10.0
27211,2025-09-13,360,Santpoort-Zuid,NL,DVD / CD / radio player,Display and sound equipment,Panasonic,no,1.0
27212,2025-09-13,360,Santpoort-Zuid,NL,Wrist watch,Clocks / alarm clocks,WoodWatch,yes,3.0
27213,2025-03-11,858,Vitrolles,FR,Wet and dry vacuum cleaner,Household appliances electric,Kärcher,half,8.0
27214,2025-09-14,858,Vitrolles,FR,Coffee maker,Household appliances electric,Krups,half,5.0
27215,2025-09-14,858,Vitrolles,FR,Window wiper,Household appliances electric,Vorwerk,half,9.0
27216,2022-10-29,314,Caloundra,AU,Grinder,Tools electric,Butterfly,no,7.0
27217,2022-10-29,314,Caloundra,AU,Juice extractor / Juicer,Household appliances electric,Sunbeam,no,10.0
27218,2022-10-29,314,Caloundra,AU,Sound bar,Display and sound equipment,LG,no,10.0
27219,2022-10-29,314,Caloundra,AU,Radio,Display and sound equipment,TEAC,half,10.0
27220,2022-10-29,314,Caloundra,AU,Electric kettle / Electric jug,Household appliances electric,Breville,no,7.0
27221,2022-10-29,314,Caloundra,AU,Wind chime,Other,Unknown/n.a.,yes,9.0
27222,2022-10-29,314,Caloundra,AU,Bracelet,Jewelry,Unknown/n.a.,yes,10.0
27223,2022-10-29,314,Caloundra,AU,Travel alarm clock,Clocks / alarm clocks,Unknown/n.a.,no,9.0
27224,2022-10-29,314,Caloundra,AU,Bicycle light / bike light,Bicycles,Unknown/n.a.,yes,3.0
27225,2022-10-29,314,Caloundra,AU,Extension cord,Other,Unknown/n.a.,yes,10.0
27226,2022-10-29,314,Caloundra,AU,Chainsaw,Tools electric,Makita,yes,9.0
27227,2022-10-29,314,Caloundra,AU,Chair,Furniture,Portwood,yes,3.0
27228,2022-10-29,314,Caloundra,AU,Christmas decoration,Other,Unknown/n.a.,no,1.0
27229,2022-10-29,314,Caloundra,AU,Picture frame / Photo frame,Other,DLD Caloundra,yes,3.0
27230,2022-08-27,314,Caloundra,AU,Upright vacuum cleaner,Household appliances electric,Vax,no,7.0
27231,2025-09-14,572,Chirnside Park Melbourne,AU,Table lamp,Household appliances electric,Unknown/n.a.,yes,5.0
27232,2022-10-29,314,Caloundra,AU,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,8.0
27233,2022-08-27,314,Caloundra,AU,Radio,Display and sound equipment,Sony,yes,6.0
27234,2022-08-27,314,Caloundra,AU,Blender,Household appliances electric,Ninja,no,6.0
27235,2022-08-27,314,Caloundra,AU,Electric fan,Household appliances electric,Unknown/n.a.,half,10.0
27236,2022-08-27,314,Caloundra,AU,Violin,Other,Stradivarius,yes,7.0
27237,2022-08-27,314,Caloundra,AU,Sewing machine,Household appliances electric,Bernina,yes,10.0
27238,2023-02-25,314,Caloundra,AU,Pruning shears / Garden shears / Secateurs,Tools non-electric,Aldi,yes,10.0
27239,2022-08-27,314,Caloundra,AU,Reading glasses,Other,Unknown/n.a.,yes,10.0
27240,2023-02-25,314,Caloundra,AU,Mantle clock,Clocks / alarm clocks,Unknown/n.a.,no,2.0
27241,2022-08-27,314,Caloundra,AU,Toaster,Household appliances electric,ANKO,no,5.0
27242,2025-09-14,572,Chirnside Park Melbourne,AU,Soldering iron,Tools electric,Professional,no,1.0
27243,2022-08-27,314,Caloundra,AU,Necklace / Chain,Jewelry,Unknown/n.a.,yes,7.0
27244,2023-02-25,314,Caloundra,AU,Top,Textile,Sussan,yes,10.0
27245,2022-08-27,314,Caloundra,AU,Radio,Display and sound equipment,Retro,no,7.0
27246,2023-02-25,314,Caloundra,AU,Ceramics / glass object,Other,Unknown/n.a.,yes,10.0
27247,2022-08-27,314,Caloundra,AU,Amplifier,Display and sound equipment,Yamaha,no,2.0
27248,2022-08-27,314,Caloundra,AU,Electric fireplace / decorative fireplace,Household appliances electric,Inspire,no,10.0
27249,2023-02-25,314,Caloundra,AU,Portable cooker,Other,EasyCook,yes,10.0
27250,2025-09-14,572,Chirnside Park Melbourne,AU,Pepper mill / Pepper grinder,Household appliances electric,Unknown/n.a.,yes,10.0
27251,2023-02-25,314,Caloundra,AU,Reading glasses,Other,Unknown/n.a.,yes,8.0
27252,2023-02-25,314,Caloundra,AU,Ironing board,Household appliances non-electric,Unknown/n.a.,yes,10.0
27253,2023-02-25,314,Caloundra,AU,Necklace / Chain,Jewelry,Unknown/n.a.,yes,10.0
27254,2023-02-25,314,Caloundra,AU,Table lamp,Household appliances electric,Unknown/n.a.,yes,2.0
27255,2023-02-25,314,Caloundra,AU,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,no,1.0
27256,2023-02-25,314,Caloundra,AU,Sewing machine,Household appliances electric,Elna,yes,10.0
27257,2023-02-25,314,Caloundra,AU,Wall clock,Clocks / alarm clocks,Unknown/n.a.,no,10.0
27258,2023-02-25,314,Caloundra,AU,Overlock machine,Household appliances electric,Janome,no,10.0
27259,2023-02-25,314,Caloundra,AU,Ceramics / glass object,Other,Unknown/n.a.,yes,10.0
27260,2023-02-25,314,Caloundra,AU,Sewing machine,Household appliances electric,Pinnock,no,8.0
27261,2025-09-14,572,Chirnside Park Melbourne,AU,Jacket / Blazer,Textile,Unknown/n.a.,yes,8.0
27262,2025-09-14,572,Chirnside Park Melbourne,AU,Table lamp,Household appliances electric,Unknown/n.a.,yes,5.0
27263,2022-08-27,314,Caloundra,AU,Chandelier,Household appliances electric,Unknown/n.a.,half,7.0
27264,2023-02-25,314,Caloundra,AU,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
27265,2023-02-25,314,Caloundra,AU,T-shirt / Shirt,Textile,Unknown/n.a.,yes,9.0
27266,2023-02-25,314,Caloundra,AU,Turntable / record player,Display and sound equipment,Sharp,yes,7.0
27267,2022-08-27,314,Caloundra,AU,Amplifier,Display and sound equipment,Yamaha,no,2.0
27268,2022-08-27,314,Caloundra,AU,Doll,Toys non-electric,Unknown/n.a.,yes,10.0
27269,2022-08-27,314,Caloundra,AU,Mantle clock,Clocks / alarm clocks,Chronos,yes,10.0
27270,2025-09-14,572,Chirnside Park Melbourne,AU,Pepper mill / Pepper grinder,Household appliances non-electric,Unknown/n.a.,yes,10.0
27271,2023-01-28,314,Caloundra,AU,Brooch,Jewelry,Unknown/n.a.,yes,8.0
27272,2025-09-14,572,Chirnside Park Melbourne,AU,Table clock,Clocks / alarm clocks,Unknown/n.a.,no,3.0
27273,2022-08-27,314,Caloundra,AU,Remote control,Display and sound equipment,Mercator,half,10.0
27274,2023-01-28,314,Caloundra,AU,Shorts,Textile,Adidas,yes,9.0
27275,2022-08-27,314,Caloundra,AU,Circular saw,Tools electric,Trident,yes,7.0
27276,2023-01-28,314,Caloundra,AU,Headphones,Display and sound equipment,Microsoft,no,5.0
27277,2022-08-27,314,Caloundra,AU,Radio,Display and sound equipment,Kmart,no,10.0
27278,2023-01-28,314,Caloundra,AU,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,5.0
27279,2022-08-27,314,Caloundra,AU,Sewing machine,Household appliances electric,Necchi,yes,10.0
27280,2023-01-28,314,Caloundra,AU,Sewing machine,Household appliances electric,Singer,yes,10.0
27281,2023-01-28,314,Caloundra,AU,Cassette player / recorder,Display and sound equipment,Sony,no,2.0
27282,2022-08-27,314,Caloundra,AU,Electroplating machine,Tools electric,Platy,yes,7.0
27283,2023-01-28,314,Caloundra,AU,Radio / CD / cassette player,Display and sound equipment,Pye,half,4.0
27287,2023-01-28,314,Caloundra,AU,Clock,Clocks / alarm clocks,Cobb & Co,half,5.0
27288,2023-01-28,314,Caloundra,AU,Suitcase,Other,Samsonite,half,5.0
27289,2023-01-28,314,Caloundra,AU,Radio,Display and sound equipment,Grundig,no,6.0
27290,2023-01-28,314,Caloundra,AU,Air fryer,Household appliances electric,ANKO,yes,10.0
27291,2023-01-28,314,Caloundra,AU,T-shirt / Shirt,Textile,Unknown/n.a.,yes,10.0
27292,2023-01-28,314,Caloundra,AU,Clock,Clocks / alarm clocks,Howard Miller,half,6.0
27293,2023-01-28,314,Caloundra,AU,Table lamp,Household appliances electric,Mercator,yes,10.0
27294,2023-01-28,314,Caloundra,AU,Sewing machine,Household appliances electric,Janome,yes,10.0
27295,2023-01-28,314,Caloundra,AU,Sewing machine,Household appliances electric,Singer,no,4.0
27296,2023-01-28,314,Caloundra,AU,Shredder,Tools electric,Fellowes,no,1.0
27298,2025-09-13,354,Landerneau Elorn,FR,Lawn mower / lawn raker,Tools non-electric,Unknown/n.a.,half,2.0
27302,2025-09-13,68,Utrecht-Zuilen,NL,Sewing machine,Household appliances electric,Toyota,yes,6.0
27303,2025-09-13,68,Utrecht-Zuilen,NL,Toy car,Toys electric,Unknown/n.a.,half,6.0
27304,2025-09-13,354,Landerneau Elorn,FR,Vacuum cleaner,Household appliances electric,Rowenta,no,4.0
27305,2025-09-13,68,Utrecht-Zuilen,NL,Headphones,Display and sound equipment,Sony,yes,6.0
27306,2025-09-13,68,Utrecht-Zuilen,NL,Personal scales,Household appliances electric,Unknown/n.a.,no,7.0
27307,2025-09-13,354,Landerneau Elorn,FR,Voice recorder,Display and sound equipment,Olympus,no,2.0
27308,2025-09-13,68,Utrecht-Zuilen,NL,Vacuum cleaner,Household appliances electric,Unknown/n.a.,half,7.0
27309,2025-09-13,354,Landerneau Elorn,FR,Voice recorder,Display and sound equipment,Olympus,no,2.0
27310,2025-09-13,68,Utrecht-Zuilen,NL,Duvet cover,Textile,Unknown/n.a.,yes,7.0
27311,2025-09-13,354,Landerneau Elorn,FR,Blender,Household appliances electric,Sylvercrest,half,5.0
27312,2025-09-13,68,Utrecht-Zuilen,NL,Polo shirt,Textile,Unknown/n.a.,yes,7.0
27313,2025-09-13,354,Landerneau Elorn,FR,Photo camera,Display and sound equipment,Lumix,half,8.0
27314,2025-09-13,68,Utrecht-Zuilen,NL,T-shirt / Shirt,Textile,Diesel,yes,7.0
27315,2025-09-13,68,Utrecht-Zuilen,NL,Alarm clock radio,Clocks / alarm clocks,Akai,half,5.0
27316,2025-09-13,68,Utrecht-Zuilen,NL,Sewing machine,Household appliances electric,Husqvarna,half,6.0
27317,2025-09-13,354,Landerneau Elorn,FR,Cafetiere,Household appliances non-electric,Magimix,half,2.0
27318,2025-09-13,68,Utrecht-Zuilen,NL,Sawing machine,Tools electric,Unknown/n.a.,no,5.0
27319,2025-09-13,68,Utrecht-Zuilen,NL,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,8.0
27321,2025-09-13,68,Utrecht-Zuilen,NL,Amplifier,Display and sound equipment,Unknown/n.a.,no,5.0
27322,2025-09-13,354,Landerneau Elorn,FR,Cafetiere,Household appliances non-electric,Krups,no,5.0
27323,2025-09-13,354,Landerneau Elorn,FR,Jacket / Blazer,Textile,Unknown/n.a.,yes,10.0
27324,2025-09-13,354,Landerneau Elorn,FR,Ladyshave,Household appliances electric,Braun,half,10.0
27325,2025-09-13,354,Landerneau Elorn,FR,Steam iron / Steam ironing station,Household appliances electric,Philips,no,5.0
27326,2025-09-13,354,Landerneau Elorn,FR,Night light,Household appliances electric,Unknown/n.a.,yes,8.0
27327,2025-09-13,354,Landerneau Elorn,FR,Shaver / Razor,Household appliances electric,Braun,half,5.0
27328,2025-09-13,698,Beilen,NL,Rollator / Mobility walker,Other,Unknown/n.a.,yes,8.0
27329,2025-09-13,698,Beilen,NL,Rollator / Mobility walker,Other,Unknown/n.a.,yes,8.0
27330,2025-09-13,354,Landerneau Elorn,FR,Vacuum cleaner,Household appliances electric,Electrolux,no,7.0
27331,2025-09-13,698,Beilen,NL,Hot water dispenser,Household appliances electric,Unknown/n.a.,no,6.0
27332,2025-09-13,698,Beilen,NL,Coffee maker,Household appliances electric,SilverCrest,no,8.0
27333,2025-09-13,698,Beilen,NL,Handheld vacuum cleaner,Household appliances electric,SilverCrest,no,8.0
27334,2025-09-13,698,Beilen,NL,Electric kettle / Electric jug,Household appliances electric,Unknown/n.a.,no,8.0
27335,2025-09-13,698,Beilen,NL,Table clock,Clocks / alarm clocks,Unknown/n.a.,no,8.0
27337,2025-09-13,698,Beilen,NL,Vacuum cleaner,Household appliances electric,Siemens,yes,7.0
27338,2025-09-13,698,Beilen,NL,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,9.0
27340,2025-05-10,698,Beilen,NL,Circuit board,Computer equipment / phones,Unknown/n.a.,yes,8.0
27341,2025-05-10,698,Beilen,NL,Printer,Computer equipment / phones,HP,no,8.0
27342,2025-09-13,354,Landerneau Elorn,FR,Television with video recorder,Display and sound equipment,Orion,yes,8.0
27343,2025-05-10,698,Beilen,NL,Curtain,Textile,Unknown/n.a.,yes,9.0
27344,2025-05-10,698,Beilen,NL,Bicycle / Bike,Bicycles,Gazelle,yes,8.0
27345,2025-05-10,698,Beilen,NL,Blouse,Textile,Unknown/n.a.,yes,10.0
27346,2025-05-10,698,Beilen,NL,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Black+Decker,no,10.0
27347,2025-05-10,698,Beilen,NL,Table lamp,Household appliances electric,Unknown/n.a.,half,8.0
27348,2025-05-10,698,Beilen,NL,Blouse,Textile,Unknown/n.a.,yes,8.0
27349,2025-06-14,698,Beilen,NL,Vacuum cleaner,Household appliances electric,Siemens,half,8.0
27350,2025-06-14,698,Beilen,NL,Rollator / Mobility walker,Other,Unknown/n.a.,yes,9.0
27351,2025-06-14,698,Beilen,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
27352,2025-06-14,698,Beilen,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
27353,2025-06-14,698,Beilen,NL,Leaf blower,Tools electric,Unknown/n.a.,no,6.0
27354,2025-06-14,698,Beilen,NL,Toy sewing machine,Toys electric,Unknown/n.a.,no,7.0
27355,2025-09-13,293,Magny-les-Hameaux,FR,Coffee maker,Household appliances electric,Saeco,half,7.0
27356,2025-06-14,698,Beilen,NL,Electric drill / Power drill,Tools electric,Unknown/n.a.,no,7.0
27357,2025-06-14,698,Beilen,NL,Stereoset / music centre,Display and sound equipment,Philips,no,5.0
27358,2025-06-14,698,Beilen,NL,Coffee maker,Household appliances electric,Philips,yes,10.0
27359,2025-06-14,698,Beilen,NL,Stereoset / music centre,Display and sound equipment,Sony,no,7.0
27360,2025-06-14,698,Beilen,NL,Robotic pool cleaner / Pool robot,Household appliances electric,Bestway,no,1.0
27361,2025-06-14,698,Beilen,NL,Cable / Cord,Computer equipment / phones,Unknown/n.a.,yes,8.0
27362,2025-06-14,698,Beilen,NL,Remote control,Display and sound equipment,Unknown/n.a.,no,7.0
27363,2025-06-14,698,Beilen,NL,Cable / Cord,Computer equipment / phones,Unknown/n.a.,yes,9.0
27364,2025-09-13,354,Landerneau Elorn,FR,Window wiper,Household appliances electric,Kärcher,yes,9.0
27365,2025-06-14,698,Beilen,NL,Cassette deck,Display and sound equipment,Unknown/n.a.,yes,8.0
27366,2025-06-14,698,Beilen,NL,Walking cane / walking stick,Other,Unknown/n.a.,yes,9.0
27367,2025-09-06,907,Bognor Regis,GB,Bag,Textile,Unknown/n.a.,yes,4.0
27368,2025-06-14,698,Beilen,NL,Stereoset / music centre,Display and sound equipment,Philips,yes,10.0
27369,2025-06-14,698,Beilen,NL,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,10.0
27370,2025-06-14,698,Beilen,NL,Jeans,Textile,Unknown/n.a.,yes,10.0
27371,2025-09-13,354,Landerneau Elorn,FR,Coffee maker,Household appliances electric,Scott,half,3.0
27372,2025-09-13,293,Magny-les-Hameaux,FR,Steam cleaner,Household appliances electric,Polti,half,9.0
27373,2025-09-06,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,4.0
27374,2025-09-13,354,Landerneau Elorn,FR,Toaster oven,Household appliances electric,Tefal,no,1.0
27375,2025-09-06,907,Bognor Regis,GB,Jewelry box,Other,Unknown/n.a.,yes,10.0
27376,2025-09-06,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,4.0
27377,2025-09-13,354,Landerneau Elorn,FR,Night light,Household appliances electric,Unknown/n.a.,no,2.0
27378,2025-09-06,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,4.0
27379,2025-09-06,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,4.0
27380,2025-09-06,907,Bognor Regis,GB,Table lamp,Household appliances electric,Unknown/n.a.,half,8.0
27381,2025-09-06,907,Bognor Regis,GB,Electric fireplace / decorative fireplace,Household appliances electric,Unknown/n.a.,half,4.0
