index,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,repaired,repairability
23460,2019-01-12,25,Bussum,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,yes,10.0
23461,2018-09-29,44,New Paltz NY,US,Iron,Household appliances electric,Black+Decker,half,6.0
23462,2020-01-25,62,Venlo-Zuid,NL,Sander,Tools electric,Black+Decker,yes,3.0
23463,2019-09-12,4,Capelle aan den IJssel,NL,Sander,Tools electric,Black+Decker,no,3.0
23464,2024-07-28,562,El Barrio – Manhattan – New York,US,Toaster oven,Household appliances electric,Black+Decker,half,4.0
23465,2020-10-03,278,Delft-Stunt,NL,Electric drill / Power drill,Tools electric,Black+Decker,half,10.0
23466,2018-03-03,24,Delft-Delfshove,NL,Electric drill / Power drill,Tools electric,Black+Decker,yes,9.0
23467,2023-05-11,545,Tubbergen,NL,Edge cutter,Tools electric,Black+Decker,yes,5.0
23468,2024-05-25,613,Pacé,FR,Steam cleaner,Household appliances electric,Black+Decker,half,6.0
23469,2019-08-24,153,Vancouver,CA,Electric lawnmower,Tools electric,Black+Decker,yes,10.0
23470,2019-09-12,4,Capelle aan den IJssel,NL,Hedge shear / hedge trimmer,Tools electric,Black+Decker,yes,2.0
23471,2017-11-02,4,Capelle aan den IJssel,NL,Electric drill / Power drill,Tools electric,Black+Decker,no,3.0
23472,2019-08-31,31,Oosterhout,NL,Electric drill / Power drill,Tools electric,Black+Decker,yes,7.0
23473,2017-10-07,15,Nieuwegein,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,half,6.0
23474,2019-12-14,25,Bussum,NL,Electric drill / Power drill,Tools electric,Black+Decker,no,5.0
23475,2024-05-03,114,Nieuwerkerk aan den IJssel,NL,Electric drill / Power drill,Tools electric,Black+Decker,yes,9.0
23476,2020-01-14,36,Zwolle-Aa-landen,NL,Iron,Household appliances electric,Black+Decker,no,1.0
23477,2023-12-05,606,Leominster,GB,Flashlight / electric torch,Household appliances electric,Black+Decker,yes,5.0
23478,2020-02-10,46,Best,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,yes,8.0
23479,2019-01-11,26,Eindhoven-Woensel,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,no,3.0
23480,2022-10-08,78,Zierikzee-Poortambacht,NL,Charger (battery / power supply),Tools electric,Black+Decker,no,1.0
23481,2024-10-12,503,Doubleview,AU,Steam cleaner,Household appliances electric,Black+Decker,no,5.0
23482,2019-05-04,41,Utrecht-Leidsche Rijn,NL,Lawn mower / lawn raker,Other,Black+Decker,yes,6.0
23483,2019-10-11,74,Oss,NL,Electric hedge trimmer,Tools electric,Black+Decker,no,6.0
23484,2024-06-26,412,Terheijden,NL,Electric hedge trimmer,Tools electric,Black+Decker,no,8.0
23485,2024-09-28,250,Madrid Medialab Matadero,ES,Electric screwdriver,Tools electric,Black+Decker,yes,7.0
23486,2023-06-24,155,Horsham,GB,Electric hedge trimmer,Tools electric,Black+Decker,half,10.0
23487,2023-09-16,401,Stokesley and villages,GB,Lawn mower / lawn raker,Tools electric,Black+Decker,no,5.0
23488,2017-06-03,15,Nieuwegein,NL,Electric hedge trimmer,Tools electric,Black+Decker,yes,8.0
23489,2025-06-28,648,The Friends of Bilbrook,GB,Angle grinder / Disc cutter,Tools electric,Black+Decker,no,5.0
23490,2020-01-11,146,Weymouth,GB,Hand drill,Tools electric,Black+Decker,yes,10.0
23491,2022-03-30,355,Guérande,FR,Electric stapler,Tools electric,Black+Decker,yes,4.0
23492,2025-01-25,538,Nuenen,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,half,5.0
23493,2019-11-09,153,Vancouver,CA,Toaster,Household appliances electric,Black+Decker,yes,9.0
23494,2018-11-03,24,Delft-Delfshove,NL,Grass trimmer,Tools electric,Black+Decker,yes,8.0
23495,2018-06-30,40,Zwolle-Stadshagen,NL,Leaf blower,Tools electric,Black+Decker,no,8.0
23496,2021-12-18,300,Wijk bij Duurstede,NL,Jigsaw tool,Tools electric,Black+Decker,half,7.0
23497,2022-02-01,99,Leforest,FR,Clipper / trimmer,Tools electric,Black+Decker,no,6.0
23498,2017-09-02,15,Nieuwegein,NL,Electric hedge trimmer,Tools electric,Black+Decker,half,4.0
23499,2023-10-07,9,Assen,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,yes,9.0
23500,2021-09-26,61,Blackdown Hills,GB,Electric hedge trimmer,Tools electric,Black+Decker,yes,7.0
23501,2018-11-15,4,Capelle aan den IJssel,NL,Hedge shear / hedge trimmer,Tools electric,Black+Decker,yes,9.0
23502,2018-02-03,16,Delft,NL,Electric drill / Power drill,Tools electric,Black+Decker,yes,8.0
23503,2024-05-26,562,El Barrio – Manhattan – New York,US,Vacuum cleaner,Household appliances electric,Black+Decker,yes,10.0
23504,2018-12-12,19,Blaricum,NL,Hedge shear / hedge trimmer,Household appliances electric,Black+Decker,yes,6.0
23505,2018-05-31,4,Capelle aan den IJssel,NL,Jigsaw tool,Tools electric,Black+Decker,yes,10.0
23506,2023-04-08,68,Utrecht-Zuilen,NL,Electric lawnmower,Tools electric,Black+Decker,no,4.0
23507,2022-12-14,355,Guérande,FR,Jigsaw tool,Tools electric,Black+Decker,half,7.0
23508,2018-12-21,36,Zwolle-Aa-landen,NL,Vacuum cleaner,Household appliances electric,Black+Decker,half,1.0
23509,2019-05-11,146,Weymouth,GB,Hand drill,Tools electric,Black+Decker,yes,7.0
23510,2020-01-04,16,Delft,NL,Window wiper,Household appliances electric,Black+Decker,yes,8.0
23511,2023-01-07,9,Assen,NL,Steam cleaner,Household appliances electric,Black+Decker,no,10.0
23512,2019-08-05,46,Best,NL,Sander,Tools electric,Black+Decker,yes,9.0
23513,2024-05-26,562,El Barrio – Manhattan – New York,US,Iron,Household appliances electric,Black+Decker,yes,9.0
23514,2017-06-03,15,Nieuwegein,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,half,9.0
23515,2023-10-14,418,Walton-on-Thames,GB,Screw drill,Tools electric,Black+Decker,yes,5.0
23516,2019-10-05,15,Nieuwegein,NL,Jigsaw tool,Tools electric,Black+Decker,yes,10.0
23517,2019-02-09,68,Utrecht-Zuilen,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,half,6.0
23518,2025-06-14,664,Montreal,CA,Toaster,Household appliances electric,Black+Decker,no,1.0
23519,2017-09-16,21,Nijmegen-Oost,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,no,6.0
23520,2024-01-06,41,Utrecht-Leidsche Rijn,NL,Electric drill / Power drill,Tools electric,Black+Decker,no,3.0
23521,2025-01-07,515,Zoetermeer-Ambachtenwerkplaats,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,half,5.0
23522,2025-02-02,411,Utrecht-Merwede,NL,Sander,Tools electric,Black+Decker,no,4.0
23523,2018-06-15,36,Zwolle-Aa-landen,NL,Electric drill / Power drill,Tools electric,Black+Decker,no,1.0
23524,2019-01-26,31,Oosterhout,NL,Sander,Tools electric,Black+Decker,no,1.0
23525,2019-06-01,15,Nieuwegein,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,half,8.0
23526,2018-12-07,43,Amsterdam-Oud West Jeltje,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,yes,8.0
23527,2019-10-03,4,Capelle aan den IJssel,NL,Leaf blower,Tools electric,Black+Decker,yes,7.0
23528,2019-09-07,9,Assen,NL,Electric drill / Power drill,Tools electric,Black+Decker,yes,10.0
23529,2023-09-06,596,Utrecht - Podium Oost,NL,Grass trimmer,Tools electric,Black+Decker,yes,10.0
23530,2024-02-24,155,Horsham,GB,Electric hedge trimmer,Tools electric,Black+Decker,yes,7.0
23531,2024-10-28,192,Moordrecht,NL,Electric hedge trimmer,Tools electric,Black+Decker,yes,9.0
23532,2019-12-07,9,Assen,NL,Electric drill / Power drill,Tools electric,Black+Decker,yes,7.0
23533,2024-04-05,688,Harderwijk,NL,Leaf blower,Tools electric,Black+Decker,half,5.0
23534,2019-06-14,74,Oss,NL,Angle grinder / Disc cutter,Tools electric,Black+Decker,yes,7.0
23535,2018-05-31,4,Capelle aan den IJssel,NL,Leaf blower,Tools electric,Black+Decker,no,6.0
23536,2023-04-25,653,'tSAAM Mierlo,NL,Lawn mower / lawn raker,Tools electric,Black+Decker,yes,8.0
23537,2024-08-16,114,Nieuwerkerk aan den IJssel,NL,Steam cleaner,Household appliances electric,Black+Decker,yes,8.0
23538,2018-05-05,7,Oirsbeek,NL,Electric drill / Power drill,Tools electric,Black+Decker,yes,8.0
23539,2018-10-06,47,Twello,NL,Leaf blower,Tools electric,Black+Decker,no,1.0
23540,2022-10-31,304,Amsterdam-Zuidoost,NL,AC Adaptor,Computer equipment / phones,Black+Decker,yes,6.0
23541,2017-10-28,17,Utrecht-Oost,NL,Hedge shear / hedge trimmer,Tools electric,Black+Decker,yes,5.0
23542,2023-09-16,401,Stokesley and villages,GB,Electric lawnmower,Tools electric,Black+Decker,yes,8.0
23543,2018-05-18,36,Zwolle-Aa-landen,NL,Electric drill / Power drill,Tools electric,Black+Decker,no,1.0
23544,2017-10-26,4,Capelle aan den IJssel,NL,Sander,Tools electric,Black+Decker,yes,9.0
23545,2019-07-27,129,Maple Ridge,CA,Bread maker,Household appliances electric,Black+Decker,no,1.0
23546,2019-07-31,74,Oss,NL,Electric hedge trimmer,Tools electric,Black+Decker,yes,5.0
23547,2017-02-16,26,Eindhoven-Woensel,NL,Clipper / trimmer,Household appliances electric,Black+Decker,yes,6.0
23548,2019-06-22,186,Burlington,CA,Grill toaster,Household appliances electric,Black+Decker,no,8.0
23549,2023-12-27,557,Utrecht – Leidsche Rijn-Centrum,NL,Lawn mower / lawn raker,Tools electric,Black+Decker,yes,5.0
